product_code,recommend_product_codes_concated 
67718,189779#19543#21227#11688#1960#157775#524#2100#157709#6888#3089#35351#9399#178221#2702#189184#76454#2876#228413#168942#170762#151509#159155#69#58864#1386#1509#223365#218987#469427#3034#11901#857159#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737
186622,1061#445185#9380#11854#156486#9369#11953#734568#418391#75526#43175#72502#5975#160773#516150#343679#158724#459227#367001#12218#820827#160016#305514#164675#198300#12202#506915#27333#180016#178482#213030#383679#177594#155521#590#192594#34107#357949#20735#5747#71593#1562#857858#169346#711397#156438#33633#547608#33809#73788
76013,699492#2504#11295#2559#226809#212376#12232#1342#222309#3814#761#6546#4440#826110#220786#6456#5047#675#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737#168557#23632#70822#711397#799223#184467#50058#167926#29007#271160#7514#38238#66143#828393#169178
379,11530#2562#154625#4899#4114#47468#848#171689#157#202210#533299#364022#8303#3129#823364#855546#852508#1836#47345#222828#584397#57911#194592#160532#161338#52837#550276#164635#46960#176499#518093#158813#156165#208679#163348#5998#5307#448228#158018#412388#80181#47329#3964#8309#8383#49938#5785#46823#573690#47674
225771,695957#5162#205944#882#2566#25139#426112#59967#8007#8442#165236#370218#10629#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737#168557#23632#70822#711397#799223#184467#50058#167926#29007#271160#7514#38238#66143#828393#169178#54#2557#1626#5115#55847
73348,18048#75526#191675#367849#399242#2079#183546#35834#482055#8008#165620#53370#11812#542426#812078#31823#73415#786639#170742#65089#221335#32764#34342#72567#154016#203975#3725#170127#223556#1122#190750#44897#849667#583525#5157#221792#72842#849664#191382#154571#6615#180704#43579#4331#846475#161882#45534#34610#28589#402846
50504,846855#852159#173893#277768#42361#37439#16390#158252#31243#505755#196371#2970#171647#51103#827589#6028#35353#226465#336282#3527#5841#580378#439050#12428#9566#669174#328614#178222#15644#159998#2072#846860#4644#3684#5756#9781#9405#4703#72545#188091#2876#856337#32948#858092#161053#177#9412#6518#858095#858085
2764,2981#60430#4398#33209#24011#549782#11802#802#5168#4039#1298#489861#16100#811841#15530#15528#5278#13712#35656#773#9139#669178#319697#272722#673410#15836#1037#699446#1276#219070#2424#2804#155401#687#184752#11442#2678#5574#188106#2383#763#3778#72244#1401#820#271893#7151#7305#547483#11095
768073,62352#392#488038#3100#835514#1814#381#1299#357#6872#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737#168557#23632#70822#711397#799223#184467#50058#167926#29007#271160#7514#38238#66143#828393#169178#54#2557#1626#5115#55847#274767#9516#11869
39567,510571#196374#2379#56582#3461#10601#526610#169462#3611#58855#523#3460#3609#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737#168557#23632#70822#711397#799223#184467#50058#167926#29007#271160#7514#38238#66143#828393#169178#54#2557#1626#5115#55847
378117,820499#56700#1954#6519#778#174605#426090#661064#849665#22124#29102#316752#678#2366#67582#3894#605199#24105#521484#271187#30067#24148#819249#30073#165236#10591#169462#821256#11640#59857#274335#43517#858095#858085#173739#30133#30051#830127#59845#29569#4815#511378#404829#10780#11096#7670#504167#773732#74121#347
451866,408061#4334#212028#190346#222063#561959#158042#2979#188499#72954#76782#33209#164675#755405#214647#204879#454875#156593#659170#818681#21232#463761#158621#11835#173562#820282#196374#444400#2239#672253#326278#34994#799334#75949#20735#853330#46528#185881#154560#50585#44673#27603#766873#35738#180070#81973#53401#66984#441915#184916
816447,226339#604935#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737#168557#23632#70822#711397#799223#184467#50058#167926#29007#271160#7514#38238#66143#828393#169178#54#2557#1626#5115#55847#274767#9516#11869#855997#59890#150112#32715#313235#862473#170888#659346
512,22400#164263#3386#187012#7745#7924#11610#2079#482710#810921#26393#5195#851465#2082#5614#2629#217265#1288#167333#15050#3680#22125#22079#22421#66120#21279#61583#189346#248#321799#174352#13655#3064#6961#189347#4306#728#11912#21938#7070#559542#24176#283034#1248#26023#74411#1553#332929#191165#830543
811146,12252#853931#24138#163886#169307#34549#818068#167550#69080#180933#158471#10662#275300#4970#632175#4771#1966#1641#6023#551455#197763#214936#208208#226919#43516#422767#59179#852299#329752#11793#10591#160124#491652#9197#258204#845367#220809#10907#3034#190570#3162#1386#351954#226500#10607#11541#12034#214294#23612#73796
862640,852901#4428#843033#12243#158107#1689#6456#357#610#630726#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737#168557#23632#70822#711397#799223#184467#50058#167926#29007#271160#7514#38238#66143#828393#169178#54#2557#1626#5115#55847#274767#9516#11869
854034,854038#839376#30139#177342#202782#486526#852908#854004#852389#796479#854037#53992#15048#5773#69547#1074#1798#168662#161364#11860#764806#3447#849473#1716#211836#211297#9712#154453#854612#13662#765895#849537#854629#551409#66562#9595#368582#6476#53364#52836#448241#50832#864073#434595#852166#846868#856841#2650#287097#76864
808049,194080#164675#352295#154588#365689#221880#49909#193625#275407#41652#68976#45243#167616#395380#67582#59683#219019#170753#60244#15045#275277#189184#181871#4959#222369#278518#221623#4688#164660#11986#191801#80088#157636#181980#69614#522136#47872#758009#182049#68108#159179#11261#60292#17273#207422#13700#227912#167838#848486#11889
49323,695957#8205#184673#4113#24276#247892#852120#461912#179788#49312#567338#448236#186329#7230#319736#5525#601662#170256#5227#404270#187034#33209#35947#325523#3926#665531#5822#1122#5221#553842#47674#236518#71715#165692#7654#188516#271327#4281#157418#6863#666713#11719#28919#4771#75237#158790#52681#175153#391897#963
158655,2772#270497#60590#158042#11860#56408#167678#1167#495912#158790#11660#482751#261400#59776#70638#5579#55929#218644#226600#5283#2249#46899#797665#49415#29145#157775#165361#333075#57798#32047#166126#56599#545006#286069#882#12040#2987#680097#2100#351950#69000#537250#470641#2458#783#2444#1740#5487#159267#569627
416319,178221#75497#67582#189184#182052#365689#1483#15045#168942#11982#167616#326327#11911#655244#739#202075#171288#31293#35834#853328#34107#357949#50754#5747#175389#1393#211722#181064#849576#77568#674947#849574#184525#66607#541577#272909#166496#829833#15633#3527#788471#37560#13781#157328#5841#167751#183764#67008#10871#11822
12124,856475#430602#1005#3926#49938#2877#164138#69982#75934#5421#5073#261412#793#157775#839366#839376#186209#56599#2702#448674#164113#158899#2144#7728#164308#11824#154556#293#1836#397#10712#52704#53993#31253#6038#197763#183232#779955#2997#5613#3325#191685#1496#11530#845366#44591#392573#344#1172#5434
502351,3762#2309#5595#160856#862892#501094#9345#13670#2481#274499#415149#677427#16373#217668#17860#5548#5126#368534#856588#546364#199299#50581#9593#195116#852020#17033#9463#33516#179756#3053#165413#51283#802#353628#286299#4388#176493#59777#12065#2650#376255#59675#9660#70092#166514#857472#47054#530#197212#858
15616,6546#360257#39#11887#7482#2990#15620#275261#15705#78067#15842#65147#3392#171624#7682#15694#3393#271893#839320#38238#175952#856506#857085#15730#181022#304966#16390#2279#21790#7679#183158#435361#44416#852123#37006#81776#24888#38417#24439#15755#69901#31196#220967#60345#72332#1526#17092#1449#821817#5463
214727,625577#441458#46385#31169#32288#251426#56544#485502#76397#378391#9533#398373#2405#1685#13781#321413#160529#3315#12245#184620#57737#2971#59999#3242#382753#437975#1140#143#3064#197281#144#1930#552694#409435#752700#4510#5434#7101#4532#167097#218987#2371#829260#12075#3609#74121#12025#357#195506#178425
856949,858149#858153#470641#855897#8722#541773#602465#597721#154346#759860#682312#859910#858085#849333#858495#227420#858080#856393#319766#858404#227116#858095#169261#839435#858152#211836#71880#276451#495912#858075#168774#602474#12323#810922#227414#198495#511379#827589#795297#51217#4656#736760#855900#602468#8038#828691#846844#853467#455286#11634
160440,312316#54622#736727#5839#337261#30427#39733#50493#150098#11185#652405#7495#9343#584009#10901#1298#4545#375939#5342#1998#2529#54024#4846#4468#2901#814531#426112#3662#78767#506389#2446#173981#3814#184882#3611#2915#160254#55144#2371#749#678014#4440#632219#3321#858034#10875#157963#8033#856817#521508
326278,850000#183333#2938#289843#43039#40275#197962#413977#69736#656#5307#5993#5785#396#5071#8665#46622#3259#451866#520025#206784#15075#56677#23863#402145#54835#2862#2761#759#168248#184508#76502#69843#423248#76397#24581#1341#54634#7271#5162#2070#2953#379686#12137#539840#2688#30412#1868#30742#839366
6858,23186#27772#170619#656#50431#23811#28841#509992#27013#622078#183333#2938#28703#424560#631759#6477#491413#657154#5307#21705#475#9704#160439#3167#1205#15075#647240#56677#180486#326278#170053#4396#76185#160397#194457#64978#279073#171130#5037#16551#26101#5162#150112#2953#12137#197962#2037#39816#2688#65011
119,7317#70477#71029#7474#31113#66188#66304#7472#71305#70414#2792#155532#8016#221034#712286#8209#7689#71408#779382#33005#12379#849292#72143#71273#220603#70817#70364#71325#70931#31135#5147#180754#5047#70534#849429#3442#11072#2851#12256#178425#3084#159442#3393#72427#157994#70695#3314#71236#6207#6557
852121,551271#34194#540064#271566#34549#9815#53402#1051#2557#526610#46102#9635#1791#431#349038#3428#659043#172075#803472#7720#848486#214294#3084#854374#1555#514235#818497#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737#168557#23632#70822#711397#799223#184467
28,6456#222#357#219#3781#1353#1522#1#1814#32570#523#6614#1955#326808#753782#586144#92#610#5434#725#2670#154566#5147#206296#465035#2675#56172#1551#2896#468#55307#5565#8442#800775#1740#6050#32948#1253#7682#54#1502#283034#2345#2995#54024#728#336061#2915#1019#604
504167,24051#3318#14292#7670#241541#271187#347#72927#10572#29076#24196#1821#24880#11859#2851#24824#11862#12072#656763#37847#73796#12033#173739#12410#2617#206879#4314#450020#666767#158765#13700#24181#850534#74121#541713#175277#29313#24384#33005#29267#1444#10630#219121#29295#30074#53345#13729#30039#24075#37891
601668,54202#41588#1303#4533#2043#2871#157775#1702#7858#57918#468583#180046#197763#54887#843030#562177#59689#4338#31305#344060#849330#39449#184612#54208#1062#30426#5414#5993#427685#71707#3776#3938#176205#3700#422087#56575#54634#4190#4159#215079#195457#588624#2703#403003#54212#1032#669151#4846#1966#893
188133,220793#12817#251645#159381#3003#829811#6487#10867#10713#536009#220778#846823#11929#4596#859910#720379#207422#856215#269069#159155#858074#158031#1336#682312#843784#192137#301337#1333#158107#3772#818497#776967#431264#359258#782737#858076#9632#853642#764808#155883#163873#510726#319766#207440#156482#514235#851763#825191#733395#212037
31273,31127#188189#408220#2826#346413#5839#185729#222314#40050#343709#56370#665531#1121#3259#4791#4337#2094#513067#184619#32559#399571#55181#211084#3826#421632#5942#710976#4658#5344#319999#189289#197251#46956#32433#2688#343676#65011#419388#7775#3921#1387#66170#70624#2529#167373#1161#59031#222042#5174#275717
32605,164629#32724#466#538254#44135#32569#7097#270654#7070#8209#11149#2851#151894#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737#168557#23632#70822#711397#799223#184467#50058#167926#29007#271160#7514#38238#66143#828393#169178#54#2557#1626#5115#55847
4206,447157#315114#276416#649831#184619#59700#11441#489726#513087#198455#212299#5037#4462#22104#272379#211278#21279#1770#17761#560473#840335#440174#155867#482751#168669#7575#34237#11719#275685#28699#12145#224596#3783#315418#1162#4405#217925#74727#11772#814604#31209#627613#2418#144#21381#96#12101#280145#205420#191200
4501,5188#69982#2618#853380#551175#314027#1732#46617#36997#2522#37114#841509#34885#2800#857984#818405#7112#3413#48078#191164#44694#170293#606022#495912#13725#3971#274231#254404#502864#183225#3326#35145#54835#2929#161269#2965#182761#1280#33476#3462#33430#59333#405118#189619#4471#280616#2735#335495#277959#26489
1969,5302#412068#368443#207060#4527#7801#184566#824929#185078#39704#4982#39013#4651#4077#537145#1915#272453#168929#186005#64978#59776#59789#31429#3519#182236#7481#184272#56643#11430#278755#7495#280419#19523#40647#47001#205322#513#271106#201236#184610#7099#451919#4113#70343#1696#22086#1882#158627#8032#329527
3394,70988#11706#179984#567233#169507#455170#179587#280546#53498#2920#39142#5489#1371#66140#374568#816839#474266#185078#64529#563889#669180#1703#158751#22394#2004#21232#161437#170293#195688#419878#188516#285226#818306#179302#482055#160932#12129#188559#329875#57010#160366#11476#507951#652405#585703#46899#220#75542#603612#349003
223338,187247#214984#54208#11484#681#4841#849357#150027#849660#184502#426090#70343#269#2093#52567#63519#484383#1737#4326#849570#2120#184508#46774#206296#76454#1754#2756#409435#752700#1#822348#469427#8135#3772#1555#610#301337#6872#818497#6061#221641#857569#439#857695#829174#818445#173736#158482#63390#668194
57011,57087#7008#57044#275257#721435#191685#2446#3842#162098#220498#7223#351954#220527#753298#222273#119#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737#168557#23632#70822#711397#799223#184467#50058#167926#29007#271160#7514#38238#66143#828393#169178#54#2557
51284,397473#19597#160057#323437#394338#325523#1830#160845#376299#53401#7262#497027#170597#185008#409788#8036#55073#363#47414#11124#801129#51521#34782#58#24887#44956#2458#165283#674999#159574#205545#2444#656176#163872#25493#164614#1095#33313#442975#52735#165280#208850#2669#1358#155532#11317#9363#46967#163873#5146
2134,166496#203071#199323#277768#49938#826238#3938#155956#2559#34507#4478#31740#426829#45136#182302#366063#68662#9960#160946#8002#817782#7262#1646#5463#460039#11924#4480#177200#793#5153#34208#67727#4399#184673#11126#165524#179238#1696#3835#537011#2755#67899#444526#181559#321356#78572#9856#3015#69726#11267
12020,12022#29832#831#856718#851422#849578#519395#280077#3223#28954#29590#8761#724081#29866#24053#857973#31141#1919#697564#29723#470641#75358#12026#29654#29572#858091#71205#187888#28309#29591#23612#43516#29658#206879#75240#520052#12012#6294#75370#151894#53498#60590#398#7049#541773#849547#170832#849661#188700#2002
455501,293303#18878#18344#623779#10573#154010#18867#18877#18956#627613#4440#19073#156629#6546#759860#18390#42659#15667#13774#42447#158105#18883#223160#730240#223560#17273#11887#839435#31209#15609#503#188091#11850#160025#1502#10780#16281#16133#8392#18963#19135#856842#63390#639201#3392#12010#4400#174256#16077#64824
7694,209629#55750#563457#445136#849961#9369#15849#16#3735#423957#550267#176685#432147#166243#5777#160935#197781#4120#9538#422043#3185#5975#76792#63524#516150#29222#19543#179298#667099#161364#326248#191838#509810#261024#198300#508#807675#507234#850#180016#436289#422087#38541#26995#52712#1813#71071#15059#272717#676351
849543,178019#158724#849328#50499#2110#75679#158148#851457#304992#843032#163876#3671#2933#412860#10749#169795#3408#11903#7883#35721#9058#846404#61728#512390#169288#852923#258204#1322#813757#221841#839314#538679#11624#3050#226500#1664#816854#51549#80708#11541#3655#65271#158231#221641#857569#439#857695#829174#818445#173736
6434,209211#4504#40124#771963#184942#328614#171075#23066#666721#852076#159661#1233#3009#852904#809253#2673#6243#40050#168656#52116#11205#1553#37296#159806#4822#672253#10677#7470#23840#12358#196780#66562#326856#58474#582953#212641#24940#223960#23179#554009#541521#10888#22513#33516#58895#80432#23184#60135#233483#5467
1401,280336#4522#31740#5708#4575#1370#2903#4532#1118#4103#40270#206362#100#280397#627#39606#31823#1702#7187#327#1630#31964#211989#60535#697559#41588#326858#2907#31305#31937#3593#33209#192065#665531#5869#4341#31717#32433#4306#154018#2371#64369#72543#1049#2004#1552#7514#1810#32644#2390
4695,2617#24348#792337#8016#24196#505097#818432#4539#4688#5147#4620#1955#157994#845367#184753#72927#25335#50361#24824#1630#70921#358494#198898#1613#11675#3614#75557#7317#3609#322545#25204#31135#72427#168684#855088#580523#71205#4400#521484#360923#850534#1309#11587#70364#72434#14292#175791#24051#2478#4817
846475,73440#325711#73006#227911#3041#858082#168669#812925#858091#319722#73185#170735#13647#796479#179249#347095#367849#160168#72852#858088#4077#73348#858075#858081#73003#188041#697565#762086#156438#274156#155910#219088#174492#736760#449696#270565#858092#11732#495773#12065#4397#430605#181459#2870#830127#786639#451613#23448#811842#856436
57449,80538#363976#430934#171262#1152#11610#857225#69982#261400#58474#158469#194538#220#11924#4136#75564#2520#195135#195120#491732#176120#158627#23554#32465#448#44956#702810#1517#3210#2336#4771#428472#2619#605199#30663#2132#166#3664#161333#206296#24384#2525#2744#35490#283034#1608#386#59857#12078#1688
4405,2922#1218#1689#580063#280145#1690#9274#74121#80783#853772#1246#4396#1210#1687#1910#47925#1366#74411#1955#164113#172075#347#1641#768905#551710#540#5763#28906#551526#75107#1755#2920#9405#4789#1516#54208#852890#815632#59967#3907#811731#508#25710#159809#850#167678#161333#32288#32093#856588
176552,406#75557#154497#53359#170029#48111#169462#370218#168256#3236#4987#714769#6048#158203#178425#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737#168557#23632#70822#711397#799223#184467#50058#167926#29007#271160#7514#38238#66143#828393#169178#54#2557#1626
739696,392#49357#12371#4742#65039#181409#820057#49474#165229#163821#46880#1986#729#818432#46913#846125#51316#169822#8585#192423#47013#376#17062#8615#47787#849549#702078#3943#861046#47724#570767#749892#150271#163715#23963#5414#427685#376344#553842#3938#31293#524093#28919#75237#1496#391897#10564#170629#46856#53336
80039,9784#402346#7850#52689#200192#228325#181641#161492#52826#180134#25707#158853#764806#11622#862096#854028#862334#11808#850014#859077#857076#834151#805675#161346#54622#154575#9377#184832#620613#275516#186332#11477#5822#448247#174515#269069#160302#51223#828433#276327#520025#166685#767968#858308#849659#6889#759914#17920#575781#1225
2058,478911#1730#300#66562#5062#277978#1810#650#442551#1982#562505#851467#166339#247869#208661#5218#337308#52101#7263#836205#7871#24574#52736#846130#9397#2444#728#50766#960#818122#413977#210047#523073#541323#67216#575#852168#2826#802524#212376#985#39449#3419#5236#323437#9515#656#158334#17860#1814
4131,4723#53878#8383#641#67512#32093#2239#9404#824643#377638#843032#1885#414#51296#426090#659346#163890#70343#829099#50511#9392#2824#227127#356851#617879#705#891#9831#154016#622078#7233#4522#843033#4598#3060#9436#3915#1492#51721#4601#165709#64#4539#227289#1905#192065#9635#8007#47171#5349
10655,6902#160998#8406#30700#11634#341236#10753#23473#20323#154505#178823#171747#852222#2580#32537#5193#194753#10923#167097#1444#25998#46790#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737#168557#23632#70822#711397#799223#184467#50058#167926#29007#271160#7514
31533,206069#1813#335532#398373#666725#219022#622206#2424#158084#31141#219121#674897#46948#521590#604#6614#1493#4961#66188#5147#266#3393#31113#7317#246#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737#168557#23632#70822#711397#799223#184467#50058#167926
212312,19510#294677#849639#23752#170252#514310#2517#7811#9377#223819#11661#4439#19900#169276#285226#4070#35165#227350#157943#759914#154560#9404#46826#57329#35421#75457#221088#37502#20242#185919#435527#5936#4545#220541#8146#72827#8476#270711#166126#157322#182769#67576#52809#3137#35656#7694#345938#225708#69569#159574
169892,823527#15065#199715#165567#7696#843028#71317#858075#254404#6119#485502#65429#270655#732871#33784#29585#676370#180495#2403#858073#2426#163202#6616#155405#811184#25139#31683#168647#9785#12254#228#824881#20301#11128#174425#241541#858072#210466#163227#12022#11278#178668#1071#276137#164238#193875#6518#11990#2472#858095
13616,11949#354236#506428#7098#160168#814560#812250#11875#11921#7498#13659#19523#260828#11941#5549#164317#830123#856436#824935#849668#487496#3984#505603#228432#213789#268019#12409#1460#506380#203975#458110#75252#5906#171103#3041#846864#73651#32610#11369#1097#829238#68527#160015#536070#26291#72654#14290#80124#174362#353427
2846,602465#2326#2500#9308#855897#602554#158715#8722#32093#51574#602559#858080#202795#31323#859910#1362#503578#2657#154346#805527#32505#56733#57044#72480#1062#60418#1122#665503#166646#409723#2658#176486#736760#1860#846870#319766#2051#376272#275257#188095#858095#8734#212475#858083#53359#858153#858093#511363#682312#24148
324778,42974#699492#50841#46856#184910#360778#170182#659346#3827#20184#52826#5278#50543#159574#72147#516#656176#2331#2001#9569#4783#38736#357917#3413#4231#5184#3900#202465#7312#569594#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737#168557#23632#70822
2096,69992#188519#26628#16393#361931#11581#6041#176319#849008#2377#450838#158658#47140#189421#30427#1813#5910#285226#56677#11718#517117#71239#2703#39890#54212#2499#4006#285236#71593#9595#2671#60418#56005#211900#31267#30998#3122#2629#181860#3519#55929#7498#3905#171358#4610#205944#205395#54634#849931#2037
6872,54798#6061#771030#195506#856817#6884#837737#678014#246#853655#1548#193025#56027#810635#8033#856699#774878#3321#7598#828014#10875#857160#846123#495852#858034#157963#521508#857161#160254#4961#857159#749#610#505387#854374#854101#55144#2017#222273#649782#2695#632219#854102#631829#857181#1552#810#822348#4987#181839
59155,2618#175944#491334#409275#280411#444529#1729#9558#161471#2405#34208#179079#245113#178102#8761#3713#478040#2309#656683#335#1326#739695#48150#35988#9543#20315#3783#2675#34467#166156#2132#160456#169242#2494#11637#194239#532851#4306#2363#155924#70695#3129#8582#1814#392573#47146#13768#76870#26075#11994
171525,326048#70340#171288#852123#277423#11734#215398#2761#413819#174521#2629#6045#3876#58764#11813#72951#72174#343676#9660#5138#31295#13781#283#1981#66448#164453#209552#304832#9473#11975#8014#5115#673410#878#33690#2444#171597#31396#643#814531#362062#483265#38706#527079#75524#1899#1898#3542#32860#189347
153995,155405#339168#839790#280424#159799#436845#171245#9397#823190#389967#157343#815964#156632#176325#7606#2979#178871#849330#856832#208679#656#839789#184402#849986#56737#33357#444400#235999#2561#163886#10564#6339#826236#862109#154390#376281#2629#24581#3519#3198#12035#2735#427808#896#163138#72528#849931#846406#75873#158297
5597,352150#39170#39890#184036#7745#40275#185096#75528#2902#4476#8050#181330#403003#23840#32559#822059#893#195139#209636#167060#187188#55929#59108#171358#6488#364957#7495#5843#23363#1483#3659#150027#414#184610#2051#1702#2397#280336#40706#166179#198649#1679#192065#159503#510698#462305#622206#723#48302#3760
193663,359215#18231#75713#658423#506363#179532#1086#431451#23893#394003#5278#33301#19333#167564#37439#158808#165978#179575#676988#478911#220488#9754#59210#52392#852367#47839#17804#4128#573690#2071#49154#7679#368629#167615#546725#263233#50646#305400#70406#505097#360977#169206#71117#9401#165620#15534#277776#172315#214752#214448
158977,12034#480500#33784#270424#45128#3487#810387#528934#3035#791992#6207#1421#8104#59102#11191#36977#158485#34713#37072#15528#158471#230552#58826#164203#359215#4122#44591#275549#59064#166100#412860#76115#358311#46130#14947#23477#159230#510119#34237#158191#2068#827745#852222#468#2369#34272#3040#2475#856812#11626
12062,12063#405640#154008#516139#46838#58895#187446#858310#4072#161471#449635#660121#47872#434719#419445#807781#35374#17761#11511#858398#3394#46828#8028#33005#4422#47065#332119#47871#53745#4522#251551#669198#14984#7957#159983#47660#858094#47038#39085#214936#824935#403687#221090#65115#70921#304857#45534#1328#157397#452770
72545,812920#9405#11824#346004#161437#73185#9736#570732#72654#3041#251446#3190#830127#846940#219070#174492#72842#9683#1460#63519#765543#458003#275554#270748#12224#216472#169291#165567#173920#15643#441458#16267#160773#50504#161029#217680#527630#10569#305514#450674#9701#47839#169497#190878#562503#33426#159133#9373#59126#156593
12415,178503#212028#166588#15631#7846#528934#169531#764622#193705#363087#595412#176927#3937#12422#305400#26105#4951#35165#75778#222532#227052#204572#207218#50585#167040#633109#17766#53401#53242#567329#398373#430605#72218#191011#846849#30139#177818#344101#414125#166495#260806#853733#180947#55847#52809#9445#197281#3439#12409#14291
42974,324778#46856#72147#516#569594#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737#168557#23632#70822#711397#799223#184467#50058#167926#29007#271160#7514#38238#66143#828393#169178#54#2557#1626#5115#55847#274767#9516#11869#855997#59890#150112#32715#313235
166094,849335#365329#324996#853155#61621#3776#20713#59843#818681#76763#296#93#66497#46705#59776#72075#57010#56544#20267#3462#9508#464528#33539#12035#176486#335495#80127#158538#220#59890#215006#11634#6085#62651#155855#59858#1320#414#7461#3136#3100#1910#25742#175547#166179#212475#271223#219127#60292#9510
849442,855526#843028#168745#818426#849986#47100#739#207229#214754#808722#846403#48613#5928#261400#845403#816366#736760#8733#10601#8036#70092#226918#283#403685#181559#1343#164203#226922#770046#271160#155912#532189#730484#551172#35988#12232#77945#532269#835896#31683#11907#75524#6572#8913#57367#73516#171009#855114#11328#175791
9304,1299#357#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737#168557#23632#70822#711397#799223#184467#50058#167926#29007#271160#7514#38238#66143#828393#169178#54#2557#1626#5115#55847#274767#9516#11869#855997#59890#150112#32715#313235#862473#170888#659346
200646,455417#203946#44891#5179#184942#4643#3089#365328#166#392573#172075#190570#279770#241541#29567#601#10630#28632#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737#168557#23632#70822#711397#799223#184467#50058#167926#29007#271160#7514#38238#66143#828393#169178
9828,30093#7670#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737#168557#23632#70822#711397#799223#184467#50058#167926#29007#271160#7514#38238#66143#828393#169178#54#2557#1626#5115#55847#274767#9516#11869#855997#59890#150112#32715#313235#862473#170888#659346
54755,54699#195932#168248#1127#266352#778394#478911#6368#427685#71707#71715#1977#8#23863#9545#197207#6430#507971#3905#7271#293521#11706#11863#3792#3046#1910#69951#5767#12245#5081#319697#54024#484383#670408#2043#5780#163821#5174#65039#2656#836205#1017#648#650#46913#170833#68302#30954#483951#1
42230,12196#226538#326248#55181#82#2502#849064#197784#16#2862#166171#735676#73533#46880#11621#1296#403367#3210#4468#7871#17990#25373#17860#4721#5998#42513#343658#853365#3094#507234#205947#17804#17734#2983#198924#8759#12126#32505#2079#154628#217050#80440#9543#9837#475792#28919#32093#429118#5195#74307
223556,1474#16348#636106#11205#207419#223560#170742#450660#368496#1516#23554#2100#552694#207413#76536#31214#69992#17802#541652#678405#485808#178503#40466#2754#5731#39330#1848#422842#41298#167097#42659#57087#820568#562630#66430#2744#3702#55369#166873#75107#12348#364602#7856#853573#3810#861046#858531#56201#71772#19333
226339,228116#849092#604935#226340#226338#849185#851863#1503#221841#769302#816447#781548#5133#2996#410959#169892#839792#163890#222902#851913#829099#156198#11762#163821#3210#7575#155405#156475#472996#749874#3408#411529#2344#849479#228#1822#602486#31119#188092#1504#26668#10629#2756#30093#46967#274335#853060#5935#704350#847141
443299,19528#76556#356219#3164#6304#26674#25710#2071#321807#236534#603560#2322#10678#350122#350593#449635#849664#513#2310#11605#19868#272442#46811#54103#4478#6859#20323#154505#2862#170619#1276#430#958#606022#11829#333#161038#818223#402836#45214#814609#5838#730240#6489#408908#1094#8626#2369#182817#51283
39606,167188#2004#665531#454530#7481#3792#185078#823#39704#1702#296#513067#184272#287#603612#184610#25482#41583#55802#39447#7099#272059#39170#11510#1977#549747#461912#439718#39802#40706#425773#160513#272917#158665#325443#40275#159661#327#339280#483318#7514#205410#167155#1401#219016#46571#5712#5839#811462#510571
730,2125#56575#184619#174521#1281#4218#3905#39733#4846#204471#5081#179914#3978#2506#5777#166171#846130#412288#11650#4468#430934#199299#39449#26158#487546#370448#33021#3504#209644#7548#206358#42513#41966#12232#1881#2983#648#193705#247892#23751#562562#397#483265#1140#54804#54102#8149#182302#3952#455406
163194,178027#823626#228363#689514#72914#38298#171103#159574#155405#161035#13728#605199#691173#1649#224728#3475#15667#227286#158336#258204#219#5874#523#2371#31135#455207#330010#1210#158203#1370#3609#357#5047#221641#857569#439#857695#829174#818445#173736#158482#63390#668194#862628#66337#184920#2723#366571#814896#319737
