product_code,product_name,class_code,class_name,our_price,total_amount
3159,左氧氟沙星片(可乐必妥),011703,喹诺酮类,5600,1231
17069,复方嗜酸乳杆菌片(益君康),010205,腹痛腹泻,5600,1230
4959,多烯磷脂酰胆碱胶囊(易善复),011003,肝炎用药,6100,1230
50489,河车大造胶囊(新安江),011102,补肾壮阳,9500,1230
48638,藤黄健骨丸(益馨康),010403,风湿骨痛内服,1050,1229
527079,福多司坦片(中畅),011809,气管炎,8300,1229
276839,阿魏酸哌嗪片(宝盛康),011205,肾病综合症,2700,1228
1754,乳酸菌素片(多多),010206,消化不良,650,1228
9570,河车大造丸(同仁堂),011102,补肾壮阳,4800,1227
326804,恩替卡韦分散片(木畅),011002,乙肝用药,10500,1227
174364,肝泰颗粒(老中医),011003,肝炎用药,2350,1226
4846,银黄颗粒(中智),011501,急慢性咽炎,550,1226
838781,双蝶避孕套30只装,05,医疗器械,5990,1225
211924,健阳片(海口),011411,补肾类药,5800,1225
321356,复方脑蛋白水解物片(思维源),010612,其他用药,4800,1222
170832,甲硝唑凝胶(方明),010315,带状疱疹,900,1222
218983,盐酸舍曲林片(唯他停),010508,抑郁症类,6300,1218
7737,参茸鞭丸(精瑞),011102,补肾壮阳,4500,1218
11895,复方斑蝥胶囊(康赛迪),011010,肝癌类药,14500,1218
31412,盐酸特比萘芬片(步长倍佳),011602,抗菌消炎,5800,1217
1836,消炎镇痛膏(白云山),010402,跌打损伤外用,680,1217
181488,阿昔莫司胶囊(益平),010602,高血脂类,7700,1217
810318,补肾养血丸(天添美),011102,补肾壮阳,3000,1216
762598,靓力 奥利司他胶囊 7粒装,01,中西药品,6600,1214
5613,咽炎含片(博爱),011501,急慢性咽炎,450,1214
2363,双氯芬酸钠缓释胶囊(英太青),010403,风湿骨痛内服,2900,1213
4000,乳酸依沙吖啶溶液(恒健),010324,皮肤感染,1380,1213
513584,糠酸莫米松乳膏(芙林),010324,皮肤感染,3300,1212
36921,甲磺酸二氢麦角碱缓释片(依舒佳林),010610,动脉硬化,6716,1212
55436,金莲清热泡腾片(中盛海天),010101,感冒发热,5100,1211
2403,胱氨酸片(云鹏),010304,生发乌发,2200,1211
59356,厄贝沙坦分散片(豪降之),010601,高血压类,4000,1210
48150,骨仙片(益和堂沙溪),010403,风湿骨痛内服,1205,1209
158082,复方聚乙二醇电解质散(Ⅱ)(万和),010215,其他用药,5600,1209
50508,复方木尼孜其颗粒(西帕),011014,其他用药,5600,1209
310059,阿德福韦酯胶囊(爱路韦),011002,乙肝用药,8500,1207
853930,硝酸甘油软膏(锐托喜),010215,其他用药,19800,1207
32240,十三味菥蓂胶囊(严碧消),011201,尿路感染,2800,1207
46964,复方硫酸软骨素片(大佑),010403,风湿骨痛内服,1800,1204
937,利福平胶囊(华南牌),010511,其他用药,3800,1202
61640,聚乙二醇滴眼液(思然),011512,干眼症,4850,1202
31253,交沙霉素片(Guilin Pharma),011602,抗菌消炎,2400,1201
794487,腰肾膏(德众),010404,风湿骨痛外用,2500,1201
201791,盐酸氟西汀胶囊(聚立能),010508,抑郁症类,5800,1199
70364,细菌溶解产物胶囊(泛福舒)  ,011809,气管炎,8700,1196
68527,眩晕宁片(三金),010501,晕车晕船,2500,1196
2880,同仁大活络丸(同仁堂),010603,中风偏瘫,3900,1196
2268,枸橼酸西地那非片(万艾可),011103,性功能障碍,11500,1196
219,复方氨酚烷胺胶囊(快克),010101,感冒发热,1200,1195
2120,六味地黄丸(天福康)(浓缩丸),011102,补肾壮阳,1700,1193
9785,大败毒胶囊(同仁堂),011201,尿路感染,4300,1193
417693,咽炎片(汉源),011501,急慢性咽炎,400,1192
28636,积雪苷霜软膏,010301,烧烫创伤,5900,1192
75622,伏格列波糖片(倍欣),010702,西药降糖,6261,1191
848848,海氏海诺 创口贴弹力型,050610,日常护理,1290,1190
1899,止咳橘红颗粒(无糖型),011801,化痰止咳,1380,1190
7883,当归苦参丸(水蜜丸),011605,其他用药,2000,1190
244,食母生片(五洲),010206,消化不良,200,1190
172075,维生素B12片(信谊),011302,维生素类,500,1189
1707,小儿宣肺止咳颗粒(健民),010910,咳嗽哮喘,1500,1189
164099,杜仲平压片(羚康),010601,高血压类,1500,1189
428472,格列齐特缓释片(普美康),010703,营养调节,2500,1188
11123,盐酸氟西汀分散片(百优解),010508,抑郁症类,32391,1188
3978,复方穿心莲片(禅方),011605,其他用药,320,1188
10925,氢溴酸西酞普兰片(喜普妙),010508,抑郁症类,18000,1188
21977,利夫康洗剂(利夫康乐),010812,妇科洗液,4800,1188
7846,肝宁片(茂祥),011003,肝炎用药,2500,1187
53470,贞芪扶正颗粒(扶正)(无糖),011406,体虚乏力,5800,1186
7505,氧氟沙星滴眼液(民生),011515,眼部病变,300,1185
849596,【领钙入骨好吸收】汤臣倍健钙维生素D维生素K软胶囊100粒碳酸钙中老年青少年成年儿童保健品,180101,保健食品,11800,1185
24123,地氯雷他定干混悬剂(芙必叮),010302,皮肤过敏,3500,1184
851468,达格列净片(安达唐),010702,西药降糖,46900,1183
884,灯盏花素片(彼迪),010604,冠心病,1800,1182
186332,三金片(三金),011201,尿路感染,3800,1180
69390,脑蛋白水解物口服液(万通),010505,老年痴呆,13000,1177
33208,盐酸克林霉素胶囊(东药),011704,大环内酯类,950,1176
154582,生血宁片(瑞克),011412,补血类,5600,1175
27346,人胎盘片(春花),010805,保胎促孕,9800,1174
452759,华佗再造丸(白云山),010603,中风偏瘫,6500,1172
180175,肾衰宁片(澄海楼),011206,尿毒症,5000,1171
205545,盐酸左氧氟沙星胶囊(左克),011703,喹诺酮类,750,1171
60217,卵磷脂络合碘胶囊(适丽顺),011515,眼部病变,8800,1171
35374,血塞通滴丸,010603,中风偏瘫,2900,1169
160109,维生素AD滴剂胶囊型(伊可新1岁以上),011302,维生素类,3580,1168
12042,盐酸多奈哌齐片(安理申),010505,老年痴呆,32000,1168
2046,黄芪精(聚荣),011413,补气类药,1900,1167
167581,脉络宁颗粒(康之选),010609,外周血管疾病,6500,1167
13727,门冬氨酸钾镁片(潘南金),010608,心律不齐,3700,1164
58946,雷米普利片(瑞素坦),010601,高血压类,3500,1163
169480,苯扎贝特分散片(释欣),010602,高血脂类,4800,1163
30033,氨肽素片(丹生),010318,银屑病,4800,1163
51078,补中益气丸(张恒春),011413,补气类药,730,1162
278045,乳酸左氧氟沙星片(来立信),011703,喹诺酮类,2600,1162
302775,盐酸普罗帕酮片 ,010612,其他用药,1680,1162
212034,利可君片(吉贝尔),010612,其他用药,5800,1161
159452,肾石通颗粒(九连山)(无蔗糖),011203,尿路结石,3200,1161
7223,复方草珊瑚含片(江中),011501,急慢性咽炎,750,1159
4229,双氯芬酸钠肠溶片(扶他林),010101,感冒发热,2500,1159
158899,格列吡嗪控释片(乐透福),010702,西药降糖,3000,1158
155444,人初油喷雾剂(人初油),16,消毒用品,2900,1157
3960,曲克芦丁片(亚宝),010609,外周血管疾病,800,1157
59534,苯磺酸氨氯地平片(鹏鹞),010601,高血压类,1500,1154
72245,利福喷丁胶囊(山江),011807,抗结核,6800,1154
73385,乙肝解毒胶囊,011003,肝炎用药,800,1153
1509,维D钙咀嚼片(迪巧),010406,骨质疏松,4900,1153
5091,地巴唑片(尧都),010601,高血压类,1300,1153
29686,解毒痤疮丸(汇仁),010319,痤疮,7800,1152
853063,海氏海诺碘伏消毒液,050610,日常护理,990,1152
24462,氯雷他定片(福莱西),011502,鼻炎,600,1150
34942,冠心丹参滴丸(业锐),010612,其他用药,4000,1150
11567,冠心苏合胶囊(万岁),010604,冠心病,1350,1150
163821,风湿定胶囊(羚康),010403,风湿骨痛内服,800,1149
190280,肾衰宁胶囊(理想),011413,补气类药,5200,1149
35846,复方苁蓉益智胶囊(新命源),010612,其他用药,7900,1148
11865,西黄丸(九寨沟),011604,疮疡肿痛,3000,1145
316275,头孢泊肟酯片(海灵),011810,肺炎,1900,1144
226498,前列安通片(独一味),011101,前列腺类,2600,1143
14977,拉米夫定片(贺甘定),011002,乙肝用药,13200,1142
166222,缬沙坦分散片(易达乐)  ,010601,高血压类,2800,1142
428545,仙灵骨葆胶囊(同济堂),010406,骨质疏松,4900,1142
846823,星辰 龟鹿补肾片 120s,011102,补肾壮阳,49800,1141
34849,果糖二磷酸钠口服溶液(瑞安吉),010604,冠心病,3800,1140
12010,羟糖甘滴眼液(新泪然),011512,干眼症,3179,1140
575916,蚓激酶肠溶胶囊(百奥),010612,其他用药,5800,1139
3947,吡罗昔康片(云鹏),010103,肌肉关节,1800,1139
852037,金戈21片装+10只避孕套,011103,性功能障碍,38000,1139
509811,麝香保心丸(上药牌),010613,心绞痛,5850,1139
12422,肝苏颗粒(无糖),011002,乙肝用药,3500,1139
338869,曲安奈德口腔软膏(宁之助),010303,扁平苔癣,4800,1138
4953,补肾强身片(龙门),011102,补肾壮阳,650,1138
11991,盐酸美金刚片(易倍申),010505,老年痴呆,47500,1138
2903,头孢克洛颗粒(彼优刻),011702,头孢类,1550,1137
6007,心宝丸,010604,冠心病,3600,1136
10984,福牌阿胶 250g 补血滋阴润燥止血,011412,补血类,103800,1136
319876,醋酸泼尼松龙片(信谊),010403,风湿骨痛内服,2500,1135
165280,酒石酸托特罗定片(舍尼亭),011101,前列腺类,4144,1135
3014,肝速康胶囊(远达),011011,降转氨酶,1700,1135
530256,定坤丹(广誉远)(大蜜丸),010802,月经不调,7800,1134
14077,舒肝健胃丸(立效),010211,胃痛胀气,1000,1134
59031,苯磺酸左旋氨氯地平片(安美平),010601,高血压类,1800,1133
430,心脑舒通胶囊(敖东),010603,中风偏瘫,2900,1132
1695,咽炎片(吴太),011501,急慢性咽炎,1800,1129
158083,盐酸左氧氟沙星滴耳液(左拂),011503,中耳炎,3416,1129
219633,瑞巴派特片(为快乐),010204,胃炎用药,5800,1128
46571,盐酸左氧氟沙星片(科伦),011602,抗菌消炎,300,1127
6858,癣湿药水(治选),010314,手足癣病,1000,1127
158471,洛伐他汀片(美辛杰),010602,高血脂类,1000,1127
187876,尿素维E乳膏(日抒),010306,治裂防冻,2200,1126
9784,参茸三鞭丸(同仁堂),011102,补肾壮阳,17000,1125
227288,碳酸锂缓释片(恩华),010508,抑郁症类,7813,1125
46130,银杏酮酯滴丸(银滴速通),010610,动脉硬化,4800,1125
67999,浓维磷糖浆(康乐),010502,神经衰弱,880,1125
3228,新癀片(鼎炉),011008,黄疸类药,3000,1125
488038,追风舒经活血片(羚康),010403,风湿骨痛内服,1050,1125
2379,盐酸普罗帕酮片(华南牌),010608,心律不齐,620,1124
12379,沙美特罗替卡松粉吸入剂(舒利迭),011802,哮喘用药,42000,1124
4396,维生素A软胶囊(星鲨),011302,维生素类,700,1123
382796,盐酸左氧氟沙星胶囊(逸舒甘),011804,呼吸道感染,450,1122
170024,醒脑再造丸(明复),010612,其他用药,1200,1122
12196,新复方芦荟胶囊(可伊),010209,便秘,3500,1122
646,保妇康栓(碧凯)(RX),010810,妇科栓剂,3500,1121
858095,今典鲜茯苓细胞破壁粉,150105,其他,8200,1120
20281,乳癖散结胶囊(宝嫩),010803,乳腺疾病,6800,1120
392510,益安宁丸(同溢堂),010604,冠心病,79000,1119
38124,参梅养胃颗粒(平康),010204,胃炎用药,3800,1119
510119,富马酸比索洛尔片(博苏),010613,心绞痛,1900,1118
1299,星群夏桑菊颗粒(白云山),010101,感冒发热,2000,1118
445183,脑心通胶囊(步长),011404,肢体麻木,5900,1118
231901,脑安滴丸(安瑙),010603,中风偏瘫,5250,1117
4778,龙牡壮骨颗粒(龙牡),010902,补钙铁锌,4200,1117
90,阿莫西林胶囊(蜀中),011701,青霉素类,500,1117
34208,醒脑再造胶囊(神济),010603,中风偏瘫,3300,1116
2670,肠炎宁片(康恩贝),010210,胃肠道感染,2700,1115
381295,朱砂安神丸(天水),011410,安神类药,2200,1114
158159,参柴肝康软胶囊(佳泰药业),011002,乙肝用药,4500,1114
46970,风湿骨痛胶囊(同济堂),010403,风湿骨痛内服,2900,1114
1482,复方酮康唑软膏(保龙康) ,010314,手足癣病,1050,1112
528152,消糖灵胶囊(三叶牌) ,011401,益气养阴,3500,1112
511375,中智草晶华丹参破壁草本,011901,中药饮片,6000,1111
36249,胞磷胆碱钠片(诺百益),010612,其他用药,5200,1111
167949,芪葛颗粒(康缘),010403,风湿骨痛内服,7800,1109
177342,生精片(致康),011102,补肾壮阳,11200,1109
77565,甘露消渴胶囊(神济),010702,西药降糖,2500,1108
194056,马来酸依那普利叶酸片(依叶),010601,高血压类,6200,1108
830347,恩替卡韦分散片（润众）,011002,乙肝用药,48000,1107
47885,骨刺丸(同仁堂),010403,风湿骨痛内服,1900,1107
173739,他克莫司软膏(明之欣),010327,其他用药,13900,1107
33261,单硝酸异山梨酯缓释片(依姆多),010604,冠心病,1900,1107
52836,龟龄集(远),011102,补肾壮阳,59800,1107
402346,四妙丸(紫鑫),010104,风湿,7200,1107
462052,门冬氨酸氨氯地平片(力斯得),010601,高血压类,3200,1107
1986,复方金钱草颗粒(金钱),011203,尿路结石,2200,1106
191200,金刚藤胶囊(福人),010806,妇科炎症,3000,1106
8439,胃痛定(瑞和),010204,胃炎用药,800,1105
3060,盐酸胺碘酮片(可达龙),010608,心律不齐,3600,1105
65115,接骨七厘片(薄膜衣片)(中理),010402,跌打损伤外用,4500,1104
174484,和络舒肝片(绿因),011003,肝炎用药,2800,1104
1649,杞菊地黄丸(同仁堂)(浓缩丸),011102,补肾壮阳,3400,1104
26668,度太 叶酸片 0.4mg*31s,010805,保胎促孕,990,1104
11915,薄芝片(浙南),010302,皮肤过敏,3200,1103
319722,六味五灵片(世博金都),011003,肝炎用药,13500,1103
6045,盐酸左氧氟沙星胶囊(普抗),011703,喹诺酮类,560,1103
160851,赖氨肌醇维B12口服溶液(满天星),011302,维生素类,2500,1102
35399,天丹通络胶囊(凤凰城),010603,中风偏瘫,4500,1102
351950,利华盆炎净胶囊,010801,除湿止带,1300,1102
69099,天蚕胶囊(御海肤),010511,其他用药,6500,1101
512390,甲磺酸倍他司汀片(敏使朗),010506,眩晕失眠,5800,1101
73633,促肝细胞生长素肠溶胶囊(福锦),011003,肝炎用药,7540,1100
75590,格列美脲片(佑苏)  ,010702,西药降糖,2500,1100
445170,脑心通胶囊(步长),010604,冠心病,4500,1099
3905,强力枇杷露(东信),011809,气管炎,500,1097
227179,长春宝口服液(无糖型)(华葆),011102,补肾壮阳,8800,1097
169699,五酯滴丸(弘益),011003,肝炎用药,4000,1096
38223,羔羊胃提取物维B12胶囊(BMI),010204,胃炎用药,16800,1096
35706,黄豆苷元片(钰欣衡),010601,高血压类,2500,1096
10982,步长稳心颗粒(无糖),010608,心律不齐,3800,1095
849465,海氏海诺 无菌敷贴,050610,日常护理,990,1095
36864,脉络宁颗粒(康之选),010610,动脉硬化,4000,1094
164614,六君子丸(紫鑫),011401,益气养阴,2600,1094
276137,氧氟沙星滴耳液(泰利必妥),011503,中耳炎,3350,1093
1143,转移因子口服溶液(孚泰),011014,其他用药,4350,1093
32607,阿奇霉素分散片(彼乐奇),011704,大环内酯类,500,1092
547483,安乐片(荆江源),010508,抑郁症类,1700,1092
162397,爱普列特片(川流),011101,前列腺类,4600,1092
2351,湿毒清片(诺金),010313,皮肤瘙痒,1680,1091
7477,盐酸克林霉素棕榈酸酯分散片(凯莱克林),011707,其他用药,4380,1091
79,健肝灵胶囊(白云山),011003,肝炎用药,4000,1091
1097,石淋通片(禅方),011101,前列腺类,1300,1090
15065,滋补生发片(银诺克),010304,生发乌发,3200,1089
270711,胸腺肽肠溶片(迪赛),011002,乙肝用药,9800,1089
2404,依托红霉素片(特一),011704,大环内酯类,2200,1088
8586,胆石片(旭华),011009,胆结石,2500,1087
3040,福辛普利钠片(蒙诺),010601,高血压类,5500,1085
1072,天麻素片(天眩清),010502,神经衰弱,600,1085
69607,盐酸司来吉兰片(咪多吡),010503,帕金森类,43750,1084
8442,人工牛黄甲硝唑胶囊(漢森),011506,牙龈牙周炎,550,1083
9061,养血生发胶囊(敬修堂),010304,生发乌发,1690,1082
66109,盐酸氨溴索分散片(抒坦清),011801,化痰止咳,1080,1081
31694,盐酸伐昔洛韦片(丽珠威),010315,带状疱疹,3900,1081
243318,盐酸伊曲康唑胶囊(克银迪),010806,妇科炎症,2800,1081
158730,硫酸沙丁胺醇雾化吸入溶液(达芬科闯),011802,哮喘用药,8000,1081
1527,双氯芬酸二乙胺乳胶剂(扶他林),010402,跌打损伤外用,2900,1080
8004,天和追风膏(天和),010404,风湿骨痛外用,1000,1080
1906,壮腰健肾丸(白云山)(大蜜丸),011102,补肾壮阳,2700,1079
9405,大黄?虫丸(同仁堂),010807,活血类,2960,1078
68942,甲钴胺片(星佳定),010511,其他用药,1880,1078
343052,乙酰半胱氨酸颗粒(消坦立),011809,气管炎,2800,1077
34314,脑蛋白水解物片(宇宙),010603,中风偏瘫,5080,1076
203032,伤科接骨片(美罗),010401,跌打损伤内服,4800,1076
3814,牛黄解毒片(同仁堂),011601,牙龈肿痛,500,1075
3725,阿魏酸哌嗪片(湘江),011205,肾病综合症,1400,1075
428486,养血清脑颗粒(天士力),011402,滋补肝肾,4018,1075
216814,致欣(西尼地平片),010601,高血压类,2600,1074
20323,夏枯草口服液(即瑞),010803,乳腺疾病,1600,1074
2919,固肠止泻丸(阿房宫),010205,腹痛腹泻,2000,1074
9558,复方丹参片(同仁堂),010612,其他用药,1400,1074
49270,金天格胶囊(金花),010403,风湿骨痛内服,8900,1073
35724,银杏叶提取物滴剂(金纳多),010609,外周血管疾病,6900,1073
26291,克霉唑阴道片(伊悦),010806,妇科炎症,2200,1072
156397,盐酸吡格列酮片(可成),010702,西药降糖,2500,1072
24815,氟芬那酸丁酯软膏(布特),010317,皮炎湿疹,3700,1072
35988,银杏蜜环口服溶液(步长),010604,冠心病,3800,1072
879,茴三硫片(国嘉),011005,胆囊炎,2100,1071
2583,足光散(九芝堂),010314,手足癣病,1800,1071
75969,格列齐特片(Ⅱ)(棠格列),010702,西药降糖,1700,1070
75597,瑞格列奈片(诺和龙),010702,西药降糖,8856,1070
174075,缩泉丸(望清),011408,遗尿尿频,7900,1069
158282,糠酸莫米松鼻喷雾剂(内舒拿),011502,鼻炎,14964,1069
181517,肿痛安胶囊(奥星),010403,风湿骨痛内服,4800,1068
182978,裸花紫珠胶囊(黎人百年),011003,肝炎用药,2500,1068
158084,红霉素肠溶胶囊,011704,大环内酯类,2500,1067
168355,转移因子口服溶液(万通),010324,皮肤感染,6800,1067
829459,京都GT1970血糖试纸50片+50支采血针+50片酒精棉,050102,血糖试纸,18700,1067
1689,维生素C片(恒健),011302,维生素类,300,1065
1688,维生素B6片(恒健),011302,维生素类,500,1064
35380,长春西汀片(泰力平),010603,中风偏瘫,3000,1064
358494,桉柠蒎肠溶软胶囊(切诺),011809,气管炎,5300,1064
38421,香砂养胃丸(瑞华),010204,胃炎用药,500,1064
206371,盐酸安非他酮缓释片(迪沙),010508,抑郁症类,12800,1063
52718,右归胶囊(银涛),011102,补肾壮阳,5540,1063
792337,复方甘草酸苷片(甘毓),010327,其他用药,6500,1063
1503,大卫 早早孕(HCG)检测试盒,05,医疗器械,850,1062
12243,湿毒清胶囊(玉林),010313,皮肤瘙痒,6000,1062
11622,龙胆泻肝丸(同仁堂),011003,肝炎用药,2500,1061
164308,硝酸咪康唑乳膏(圣元),010314,手足癣病,1000,1061
223007,双醋瑞因胶囊(安必丁),010403,风湿骨痛内服,18500,1060
13728,丁二磺酸腺苷蛋氨酸肠溶片(思美泰),011004,肝硬化类,22826,1059
34761,心可舒丸(吉春黄金),010602,高血脂类,3800,1057
68302,卡马西平片(SUNVE),010510,面瘫癫痫,3000,1057
36994,托拉塞米片(伊迈格),010611,心力衰竭,2500,1056
726,金嗓利咽丸(碑林),011501,急慢性咽炎,1850,1056
511356,中智草晶华黄芪破壁草本 ,011901,中药饮片,6800,1056
733395,他达拉非片(希爱力),011103,性功能障碍,62000,1056
10923,葆宫止血颗粒(中盛海天),010802,月经不调,3480,1056
846475,恩替卡韦分散片(雷易得),011002,乙肝用药,42000,1056
4373,金菊五花茶颗粒(嘉应),011603,祛火通便,1050,1056
2656,辛芩颗粒(康裕),011502,鼻炎,1500,1055
75816,盐酸吡格列酮片(艾可拓),010702,西药降糖,6300,1054
436811,硫辛酸胶囊(富丁乐),010704,预防病变,15800,1053
13677,百癣夏塔热片(集佳),010314,手足癣病,1600,1052
165692,舒筋丸,010403,风湿骨痛内服,2800,1051
852923,瑞能20瓶装(1箱),010217,厌食,106000,1050
3315,丹田降脂丸(宏兴),010602,高血脂类,3000,1049
727273,双氯芬酸钠肠溶缓释胶囊(诺福丁),010403,风湿骨痛内服,2060,1048
673410,多索茶碱片(枢维新),011809,气管炎,2500,1048
379263,心舒宝胶囊(天翼),010601,高血压类,1800,1048
154010,枯草杆菌二联活菌肠溶胶囊(美常安),010203,肠道菌群紊乱,2000,1047
3956,祛痰止咳颗粒(花城),011801,化痰止咳,1950,1047
851386,毓婷排卵试纸,050610,日常护理,1300,1046
849513,皇后牌片仔癀珍珠霜*3瓶,030105,面霜/乳液,3800,1044
422116,盘龙七片(盘龙),010413,类风湿性关节炎,4433,1043
226918,利脑心胶囊(敖东),010604,冠心病,2350,1043
53783,玉屏风丸(立效),011406,体虚乏力,1400,1042
445114,癃清片(隆顺榕),011101,前列腺类,7500,1042
2619,复方利血平氨苯蝶啶片(北京降压0号),010601,高血压类,1900,1042
179696,苏孜阿甫片(新代克白灵),010321,白癜风,3180,1041
175793,盐酸洛哌丁胺胶囊(光辉),010205,腹痛腹泻,600,1041
332929,地塞米松片,011014,其他用药,540,1039
843485,塞来昔布胶囊(西乐葆),010403,风湿骨痛内服,11000,1038
2775,利巴韦林滴眼液(五景),011515,眼部病变,450,1038
207118,伏立康唑片(莱立康),011707,其他用药,30000,1038
3223,维胺酯胶囊(三蕊),010319,痤疮,2700,1038
1740,氢溴酸右美沙芬片(华南牌),011801,化痰止咳,580,1038
155525,盐酸坦洛新缓释胶囊(必坦),011101,前列腺类,2500,1038
763,前列通瘀胶囊(星光),011101,前列腺类,8800,1038
188042,盐酸环丙沙星滴眼液(泽珠),011510,抗菌消炎,460,1037
3842,诺氟沙星胶囊(欧意),011703,喹诺酮类,900,1037
10641,盐酸硫必利片(天士力),010504,精神分裂,3300,1037
21938,康妇软膏(玉仁),010810,妇科栓剂,3900,1035
681146,气血双补丸(续金),011412,补血类,2500,1035
168684,富马酸依美斯汀滴眼液(埃美丁),011512,干眼症,4900,1035
824504,乳果糖口服溶液(杜密克OTC),011014,其他用药,6800,1034
730484,缬沙坦氢氯噻嗪片(金缬克),010601,高血压类,4600,1034
53359,匹多莫德口服液(普利莫),011406,体虚乏力,22900,1033
9587,菊明降压丸(同仁堂),010601,高血压类,2500,1033
33234,阿莫西林克拉维酸钾片(强力阿莫仙),011701,青霉素类,3500,1032
323,复方磺胺氧化锌软膏(何济公),010320,疥疮,500,1032
154538,辛芩颗粒(同人泰),011502,鼻炎,1500,1032
412098,托拉塞米片(伊迈格),010511,其他用药,5500,1030
168474,连翘败毒片(京新),011605,其他用药,1600,1029
177392,藿香正气水(康森),011803,感冒咳嗽,520,1028
484383,骨刺平片(鹅城),010405,骨质增生,1000,1026
818506,富马酸替诺福韦二吡呋酯片(正稳),011003,肝炎用药,49900,1025
35742,益脉康分散片(美尔瑞),010612,其他用药,4450,1025
5803,七宝美髯丸(德众),011102,补肾壮阳,2150,1024
210194,西洛他唑片(信步),010610,动脉硬化,3500,1024
858085,今典鲜鱼腥草细胞破壁粉,150105,其他,10600,1023
3450,骨刺消痛液(同仁堂),010403,风湿骨痛内服,2500,1022
325550,铝碳酸镁咀嚼片(鑫齐),010204,胃炎用药,650,1021
489403,男宝胶囊(修正),011102,补肾壮阳,12000,1020
10634,盐酸氮卓斯汀鼻喷剂(爱赛平),011502,鼻炎,5800,1020
3684,舒肝和胃丸(同仁堂),011006,疏肝理气,1600,1020
42447,复方消化酶胶囊(达吉),010206,消化不良,4900,1019
68852,茴拉西坦分散片(顺坦),010513,记忆减退,2800,1018
13729,护肝片(新峰药业),011011,降转氨酶,1000,1017
11894,三肾丸(东风金宝),011102,补肾壮阳,2600,1017
4532,小儿氨酚黄那敏颗粒(护彤),010901,感冒发热,2800,1017
7187,小儿柴桂退热颗粒(百灵鸟),010901,感冒发热,3500,1016
32938,头孢克肟分散片(莎普爱思),011602,抗菌消炎,2380,1016
59310,盐酸乐卡地平片(再宁平),010601,高血压类,4800,1015
46250,氟康唑片(东信),011602,抗菌消炎,200,1015
160310,愈风宁心滴丸(同仁堂),010604,冠心病,3900,1013
47328,双氯芬酸钠缓释片(Ⅰ)(中大),010403,风湿骨痛内服,800,1012
16281,盐酸伊托必利片(为力苏),010206,消化不良,5500,1012
75665,津力达颗粒(以岭),010701,中药降糖,4200,1012
583906,复方醋酸甲羟孕酮胶囊(妇复春),010808,更年期综合症,12000,1012
61728,氨碘肽滴眼液(莹润),011511,白内障,1300,1012
47083,醋氯芬酸分散片(莱亿芬),010403,风湿骨痛内服,4700,1011
58919,苯磺酸左旋氨氯地平片(欣他),010601,高血压类,3900,1011
521590,铝碳酸镁片(达喜),010213,胃及十二指肠溃疡,4200,1011
332119,醋酸泼尼松片(信谊),010403,风湿骨痛内服,1300,1011
159503,贝前列素钠片(凯那）,010612,其他用药,6000,1010
825941,盐酸曲唑酮片(安适),010508,抑郁症类,9500,1010
180004,益气聪明丸(君碧莎),011514,视物昏花,15800,1010
747751,手腕式电子血压计EW-3006(松下),05,医疗器械,16900,1010
58979,硝苯地平缓释片I(亚宝宜欣),010601,高血压类,1800,1010
818701,DB三代40只,040501,安全套,7190,1009
520510,金戈11粒装(白云山伟哥),011103,性功能障碍,39300,1009
853068,DB持久天然胶乳橡胶避孕套,040501,安全套,3990,1009
14713,复方克霉唑乳膏(Ⅱ)(奥青),010313,皮肤瘙痒,3500,1008
25214,二硫化硒洗剂（新亚喜乐）,010317,皮炎湿疹,3500,1008
5148,马来酸依那普利片(湘江),010601,高血压类,2500,1008
11914,环孢素软胶囊(赛氏),011707,其他用药,31200,1005
3664,柏子养心丸(同仁堂),011410,安神类药,1800,1004
157377,黄体酮软胶囊(琪宁),010808,更年期综合症,2500,1004
821617,拍3有礼】美媛春 奥利司他胶囊 27粒装,010215,其他用药,19800,1004
11095,替硝唑片(东药),011707,其他用药,600,1004
55307,维C银翘片(百灵),010101,感冒发热,450,1003
455175,枯草杆菌二联活菌颗粒(妈咪爱),010203,肠道菌群紊乱,12000,1003
31119,头孢呋辛酯片(西力欣),011702,头孢类,5800,1002
364022,胰胆舒胶囊(疼飞),011005,胆囊炎,4700,1002
3042,复方罗布麻片Ⅰ(亚宝),010601,高血压类,850,1001
263562,还少胶囊(雅达),011102,补肾壮阳,6500,1000
188122,利培酮片(维思通),010508,抑郁症类,12000,1000
12078,名流水晶狼牙套,05,医疗器械,1700,1000
862223,双氯芬酸钠肠溶片(薄膜衣),010103,肌肉关节,1100,1000
47923,金天格胶囊(金花),011405,骨质疏松,5631,999
519395,异维A酸软胶囊(蓝金),010319,痤疮,3200,997
2366,特非那定片(敏迪),011502,鼻炎,430,997
414721,磷酸奥司他韦胶囊,010901,感冒发热,4900,997
144,抗妇炎胶囊(远程),010806,妇科炎症,2500,997
782083,扫描式葡萄糖监测系统——扫描检测仪(雅培),050204,雅培瞬感,70000,996
69458,长春胺缓释胶囊(奥勃兰),010505,老年痴呆,6600,996
1749,驱风油(永龙牌),010103,肌肉关节,1090,996
222119,蛋白琥珀酸铁口服溶液(菲普利),011307,补铁补硒,16000,996
7852,三七伤药片(红石),010401,跌打损伤内服,600,995
190897,普乐安片(云丰),011101,前列腺类,4000,995
34040,血栓心脉宁片(圣喜),010604,冠心病,4790,993
